ce_1,ce_2
0.945376089,12.265625
0.458274219,12.1875
3.996198386,7.6640625
2.104642495,12.01171875
-1.287867869,16.06445313
-0.823281945,15.76953125
-0.843184797,16.390625
3.036032512,9.8046875
1.080614313,13.47265625
0.540120494,16.3203125
1.798253858,10.609375
0.636688595,15.77246094
0.819702185,14.34179688
0.38110232,14.22851563
0.60990083,14.32128906
0.564280835,14.078125
2.690277942,12.39257813
5.703007647,7.6328125
3.097055187,10.25683594
1.175539333,15.13671875
3.135033291,11.734375
1.888797458,12.21875
-0.279003139,9.5625
4.234522402,9.864257813
1.533788247,13.29296875
-0.831061486,16.85546875
0.969063368,13.70898438
0.589176808,15.125
-0.734208477,16.46777344
-0.33393532,15.11328125
4.270819692,7.7265625
1.039381702,15.74316406
1.531212238,12.31640625
2.110013788,12.43066406
0.905597336,14.20703125
-0.542331362,15.59375
0.236170713,11.640625
0.41789649,16.68359375
0.587827574,16.6796875
0.014771589,15.90820313
2.42996332,13.6328125
-0.032430785,14.24316406
1.529222926,12.69335938
-0.258406327,13.7265625
3.820568221,9.662109375
-0.344921247,15.51367188
3.697814771,9.23828125
5.830557429,6.46875
-0.274916962,15.78125
1.102689693,14.5703125
1.320503608,13.75878906
-0.83101288,15.83398438
4.048303955,11.2421875
3.493109427,5.928710938
-0.536357433,15.94921875
5.150338273,8.404296875
0.485258905,14.40234375
1.617693556,12.28515625
1.20057116,11.87695313
0.111219105,15.078125
0.706143593,12.8984375
2.095415917,12.35742188
0.962201762,11.87304688
1.486941738,15.06835938
-0.627951325,15.20703125
0.314109662,14.26757813
0.238907698,15.78125
1.675869603,11.84375
1.806699189,13.27832031
-0.257899752,15.66210938
-0.89423363,15.59179688
0.860947993,13.81933594
0.642799491,14.39453125
-0.133526864,15.27929688
1.416105697,14.74023438
0.830059399,16.51953125
5.048666775,7.1875
-0.861095102,17.5234375
0.858243017,14.34375
3.3469313,11.04882813
2.012511102,12.265625
6.062337993,6
-0.585641288,17.22949219
0.938789148,15.0546875
2.228595122,12.79296875
-0.557735857,16.4921875
7.305128542,3.4375
-0.434632769,15.69238281
-0.272701382,15.49609375
-0.837600677,13.10546875
1.107140603,14.08007813
-0.986169677,16.93164063
1.430761259,12.91992188
0.799316873,15.05371094
1.651986937,12.58203125
-0.024994883,16.23828125
3.579223116,10.58984375
0.599809684,14.71875
-1.032356805,16.33984375
-0.115353987,14.5859375
-0.72566777,16.43359375
1.851430652,12.046875
1.068012793,12.625
-1.009560214,17.14648438
0.458162886,14.71875
4.539015916,6.821289063
0.266951992,15.87695313
0.642093966,14.16796875
2.686234041,12.71875
1.240119363,13.84375
0.733797267,14.68164063
1.604292434,14.48535156
-0.367390853,15.921875
1.892107512,10.91796875
-0.064844957,15.50976563
-0.263816531,16.23828125
2.82820474,10.1953125
1.540298095,13.71875
1.237524851,11.36523438
-0.475075519,15.51171875
3.537653713,7.78515625
0.303813399,15.2421875
0.477556481,16.546875
