ce_1,ce_2
0.764520906,11.71875
0.70503726,11.75
3.455689825,9.25
1.942238454,12.3125
-0.65200826,15.859375
-0.324279916,15.46875
-0.321245842,16.0625
2.769376942,10.84375
0.922098943,12.625
0.898262298,15.5
1.773755935,11.375
0.878559377,15.2734375
0.958195669,14.21875
0.493763185,14.296875
0.736385893,14.1640625
0.800816669,14.40625
2.254273757,12.515625
4.73539638,9
2.970529615,10.6875
1.31212782,14.5625
3.056301217,12.0625
1.711130705,12.65625
-0.126350983,9.125
3.797101773,10.71875
1.265924226,13.59375
-0.38672921,16.28125
1.011299412,13.859375
0.611954705,15.125
-0.389166887,16.0234375
-0.093073569,14.8125
3.676261064,9.3125
1.178375696,15.09375
1.413403443,13
2.003086116,12.65625
0.821111286,14.34375
-0.161279018,15.59375
0.228724174,11.53125
0.474648446,15.78125
0.853869344,15.96875
0.115273599,15.59375
2.476385877,13.25
0.177269946,14.25
1.56178527,13.171875
-0.212452042,12.6875
3.353758801,10.6875
-0.278244226,15.390625
3.198561186,10.6875
5.830557429,6.46875
0.065031597,15.125
1.208464913,14.40625
1.354260359,13.875
-0.445548662,15.65625
3.300275316,11.625
2.997211618,7.125
0.066661641,15.375
4.322635805,9.484375
0.712898315,14.8125
1.613759317,12.96875
1.291744093,12.546875
0.406683239,14.75
0.733009374,12.1875
2.029005257,12.671875
0.781993096,11.53125
1.513564213,14.5625
-0.343482807,15.125
0.432764864,14.5
0.485338766,15.5625
1.837876313,12.0625
1.681580483,13.640625
0.158519613,15.484375
-0.584878662,15.578125
0.870208451,13.6484375
0.702864601,14.3125
0.025944247,15.375
1.337277995,14.5625
1.041437537,15.78125
5.048666775,7.1875
-0.399280926,16.59375
0.992248872,14.453125
3.020519307,11.71875
2.002420926,12.59375
6.062337993,6
-0.194255827,16.6484375
1.090925612,14.5625
2.418992496,13.09375
-0.218632087,16
7.305128542,3.4375
-0.062896568,15.2890625
-0.083002126,15.140625
-0.447270273,12.53125
1.215312466,14.203125
-0.591703349,16.453125
1.359825014,13.34375
0.92262692,14.71875
1.666518365,12.9375
0.062507873,15.9375
3.352650948,11.21875
0.82182259,14.5
-0.614383066,15.65625
0.066522712,14.53125
-0.468575415,16.078125
1.754604849,12.59375
1.222423527,13.28125
-0.669756098,16.3125
0.77217367,14.71875
4.017356217,7.15625
0.494829988,15.671875
0.853221486,14.46875
2.500456217,12.71875
1.445135559,13.40625
0.994303488,14.640625
1.698310475,14
0.107860226,15.375
1.859251942,11.4375
0.253603913,15.359375
-0.102986971,15.9375
2.584257293,11.125
1.578823992,13.9375
1.155086309,11.1875
-0.175596953,15.375
3.221390328,9.5625
0.602020614,14.75
1.037586894,15.5625
1.318953184,13.5
0.675856843,14.4296875
0.077432197,15.796875
3.389423113,10
2.740519886,11.125
1.316080514,10.96875
0.48339643,14.3125
0.135538243,16.375
-0.087887714,15.6875
0.150997385,15.65625
0.167302815,15.625
3.08769227,12.25
0.427085101,15.125
0.227444039,15.3125
-0.9039789,16.21875
1.058077747,14.59375
0.96761852,14.4375
1.649430536,12.8125
0.679058964,15.9375
2.874917897,8.5625
1.859521242,10.09375
2.695962822,12.453125
5.695094763,6.4375
0.430483254,13.84375
-0.444825542,16.1796875
1.522547916,12.765625
-0.181617649,4.5
1.56802327,14.84375
0.100666448,15.34375
0.506832968,12
1.593759358,13.625
0.622473916,14.484375
1.329813951,15.1875
1.734683537,14.625
1.53128627,13.53125
1.334235735,13.328125
2.668650594,10.71875
1.010595617,15.5
2.005898307,13.5
1.914674507,13.171875
2.302361748,12.328125
0.79539057,15.75
1.075761985,10.0859375
0.027894286,15.7890625
0.684265806,14.671875
2.078874341,13.2734375
3.365830963,10.25
-0.355865332,12.5
1.071504603,14.625
-0.155740849,15.8515625
1.875126697,10.59375
0.649907821,14.6875
0.125698547,11.2890625
1.895028117,12
0.299008122,14.84375
4.767073989,8.3125
0.106069864,14.28125
-0.542469666,16.140625
1.023393226,10.765625
0.023755264,15.25
1.897118405,12.15625
3.43887161,7.15625
0.545006201,15.28125
1.275702667,13.7421875
-0.427911719,16.328125
2.969290858,11.09375
-0.983363672,2.3125
0.301602074,15.7109375
2.343146071,11.7578125
1.814690912,11.96875
2.601415177,12.125
9.076479569,1.28125
0.741060924,15
2.893345123,11.125
0.491348182,15.53125
0.401919575,15.453125
3.473167073,10.9375
0.614175412,15.140625
0.506766698,12.28125
4.262728344,10.0625
0.943997169,14.34375
2.984444577,10.9375
2.083197799,12.25
-0.169082825,16.40625
0.158755113,16.171875
1.990935134,12.8125
5.247343799,7.265625
0.265806691,15.21875
2.356618109,11.84375
0.374964087,15.4375
1.780183263,13.75
0.505697365,15.46875
0.906481768,11.53125
-0.083081792,15.9375
0.244739121,15.625
2.019004755,12.546875
0.630960293,15.578125
1.395950432,13.125
1.458271475,14.28125
-0.034610878,15.4375
1.142556592,11.25
2.80747432,11.328125
2.617474822,10.125
1.545460976,12.5
0.540598239,15.0703125
2.580636323,9.1875
0.092760456,16
0.718421436,15.53125
4.10587312,9.125
1.120552111,12.8671875
1.535742345,13.375
0.896162984,16
1.602624954,15.15625
1.116694672,14.6875
0.884278107,12.9375
0.45307422,14.9375
2.165474028,11.59375
1.527513847,14.25
0.463870281,15.375
5.914521583,6.40625
1.412352638,12.84375
6.248612022,5.25
1.395923831,13.46875
0.519551132,15.6875
0.312625435,15.453125
4.504163609,8.4375
-0.039955332,14.35351563
0.631841223,14.125
0.988677663,13.296875
0.296899371,15.25
-0.000821912,15.0625
0.184878569,14.9609375
-0.578816369,16.125
1.288519016,13.78125
2.700151496,11.75
0.538597721,15.453125
0.430152722,15.09375
0.631247243,14.5
5.235054605,7.21875
0.257081809,14.75
7.908416048,-0.0625
1.322578178,14.5
0.326902082,14.265625
0.006360187,15.484375
1.041581348,12.03125
0.635516666,14.7265625
0.142457257,15.375
0.45784861,12
2.651606496,7.53125
0.58538639,2.4296875
-0.113632055,15.796875
1.449501653,13.75
0.992767587,15.0625
0.512283935,11.7421875
-0.492454883,16.171875
2.18298629,13.546875
5.464062159,6.5
0.714824033,15.0625
0.687346546,14.875
0.259224551,14.875
0.685172034,14.71875
0.221376721,16.6875
4.977333906,8.703125
2.615291669,11.3125
3.700160808,9.125
0.948535319,15.375
-0.828393278,9.359375
4.613935561,8.375
0.126580612,15.4375
0.518980691,14.78125
3.041436069,11.7578125
0.479250413,14.328125
4.804610316,7.65625
0.54142648,16.3046875
0.134316458,14.6875
2.920546406,13.5
1.848599256,12.703125
1.063393705,13.9140625
1.381550176,11.9375
3.618360575,6.25
-0.925122733,15.78125
2.979612864,11.140625
0.454132078,12.125
2.806353148,10.5
1.489125153,13.5625
1.13039012,13.71875
2.982997403,11.375
9.013066266,1.375
0.801099734,11.75
1.830404711,13
-0.310139305,16.0625
0.903522753,14.28125
0.285376961,15.25
0.363040888,15.3046875
0.413860472,15.015625
0.829548912,15.046875
0.051597329,16.578125
1.051879564,14.09375
0.234645861,16
0.24350529,15.5
0.153476906,15.28125
0.338292642,14.875
0.994175727,15.3125
0.78799788,15.3125
2.67341609,12.4375
1.598807661,13.625
0.883746268,14.75
0.544221697,14.8125
2.195287138,11.625
0.609682108,15.203125
7.150697119,4.125
0.926169523,13.09375
1.943081094,12.78125
-0.692512253,16.28125
0.668866178,14
2.811072485,12.3515625
1.402742364,13.5625
0.840504624,14.25
2.208125549,9.4375
0.433371721,13.109375
0.753704436,16.171875
0.490397192,15.5625
1.21452504,14.65625
3.415815117,9.0625
2.821073049,11.421875
2.193321073,12.9375
1.662800982,13.4375
0.980498171,14.65625
0.18987504,15.46875
0.830651292,13.34375
2.978237388,9.75
0.428187428,12.8125
0.583631882,14.3125
1.683658905,14.0625
-0.693685066,16.3125
2.816660656,11.203125
0.922474529,15.171875
3.081723205,10.875
-0.131897166,15.375
3.41864603,10.5
0.680044984,14.875
1.048608822,14.625
0.793189118,14.34375
0.901733812,11.40625
5.342144159,6.2421875
1.249575764,14.03125
0.190805658,14.5703125
2.866393012,10.5625
0.291246636,15.71875
6.45272916,5.5
-1.099936125,15.9375
1.518610902,12.625
1.747288009,9.0234375
1.353440084,13.765625
0.755864572,12.9375
0.052234826,15.71875
0.235631363,12.75
-0.213443694,14.859375
12.10084781,-4
-0.091306898,15.890625
1.15370381,13.5390625
0.983025736,13.6875
0.682091739,14.875
-1.385685566,16.3125
1.065804554,14.1875
0.407244174,16.109375
2.21063695,12.703125
2.330264541,10.65625
5.204178693,8.28125
1.218276078,13.453125
0.67782472,16.4375
-0.282308301,15.6875
0.573178412,15.25
0.378602943,14.4375
1.701913786,14.0546875
0.840056367,13.875
4.233272422,9.875
4.138736995,8.953125
-0.148755862,16.109375
-0.031681658,15.53125
2.149525228,10.5625
1.393390221,14.765625
7.988156823,2.90625
0.77025921,15.515625
5.898900903,6.125
0.970450263,13.0625
-0.664785155,16.90625
0.343152719,12.53125
0.628606332,14.625
0.686017289,14.765625
5.11042451,8.6875
0.441198047,12.484375
2.777119716,11.0625
0.054100824,13.375
0.221764366,12.875
-0.503860253,16.140625
0.696843185,15.625
0.633863473,13.71875
1.480573638,14.875
2.208370329,14.0625
-0.345776157,14.984375
0.423134248,16.1875
0.081999726,12.96875
0.530912959,15.203125
1.25836888,14.6171875
2.20245722,12.234375
1.919089659,12.140625
-0.312576648,15.4375
2.169845681,11.5625
0.829127366,16
1.597594278,11.96875
1.941188261,12.8125
7.557252084,2.3125
0.97601021,14.8515625
2.194485615,8.03125
0.622314072,8.5625
0.892188178,14.03125
-0.909809731,9.625
2.683413549,8.46875
0.445397982,13.5
0.99137709,15.3125
0.615363172,15.078125
0.299801186,14.6640625
1.008269294,15.015625
0.363722649,15.375
1.155975907,15.3125
0.620879077,15.8125
0.930300564,15.0625
1.96703375,13.7578125
4.334587123,7.75
2.141020669,8.3125
1.825635268,9.625
0.165511019,13.84375
1.815962481,12.8125
0.286581796,15.28125
0.929189335,14.21875
3.458741623,10.03125
6.704172687,5.03125
1.53628714,13.546875
0.13583652,15.25
1.380477659,14.6875
-0.945494382,12.5
1.152462311,13.71875
1.473815607,13.46875
3.776082135,9.9375
0.355749831,11.75
3.150187193,3.953125
4.749031271,8.84375
-0.019807531,14.5625
5.324873533,7.1875
5.82369859,5.8125
1.227885252,14.3125
1.680129109,13.78125
-0.440156927,9.25
2.022171603,12.875
-0.005516651,16.09375
0.309330835,15
2.023171102,12.5625
-0.762719864,16.375
4.150153692,10.453125
0.939637132,13.625
0.400549637,15.5625
0.584470478,15.609375
-0.204504554,9.8125
1.473240918,11.3125
-0.086246254,14.9140625
1.924702006,12.1875
4.320839119,10.1875
0.442466716,15.296875
2.0733692,13.8125
1.003009779,13.359375
0.318312626,14.9609375
0.534392679,15.3125
0.621179662,15.3125
7.359772624,4.90625
0.089534836,15.25
2.569885248,12.09375
2.440265596,11.4375
0.382994578,16.625
1.91675323,13.09375
0.309455713,11.4375
1.591990931,13.28125
-0.357663963,16.125
1.386855004,14.375
-0.017362268,15.46875
0.05934925,16.3125
-0.014102685,10.03125
-0.014525273,15.375
3.679472386,9.875
1.302420143,13.5
-0.414933927,16.296875
7.895229103,-0.625
2.341903017,8.125
-0.274757435,15.53125
0.990149977,14.3125
-0.329035647,15.875
1.339634069,12.5625
2.495199149,10.90625
14.07664723,-7.125
0.89983427,7.0078125
-0.421306103,15.265625
1.090737638,14.515625
0.085173446,15.140625
1.034288039,13.24609375
5.599893965,7.84375
0.933524872,13.09375
1.825840489,12.125
0.676409171,11.5
0.257735799,15.71875
4.421117089,7.75
0.070003291,15.0625
-0.086633041,15.5859375
-0.040037041,16.671875
1.831424055,9.828125
0.092821393,15.1875
1.48051373,14.125
-0.201221232,16.546875
3.157841046,10.3984375
0.882819059,11.96875
1.590596669,6.4609375
1.721118798,10.296875
7.423989097,3.46875
0.917550687,14.9765625
1.146849954,15.03125
1.387678807,13.90625
0.543170243,14.890625
0.494728034,13.19140625
1.783086969,13.0625
2.87136847,11.5546875
0.650600797,10.8125
0.443886604,14.25
0.616036177,15.796875
1.308253335,13.375
-0.998627086,13.65625
1.669243429,13.40625
2.610348235,10.875
0.180401013,15.25
0.661009566,14.90625
